"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Nunavut","2016A000262","Male police officers","Number","223","units ","0","v53509185","15.10","77","","","","0"
"2000","Nunavut","2016A000262","Female police officers","Number","223","units ","0","v53509186","15.11","9","","","","0"
"2000","Nunavut","2016A000262","Total number of civilian and other personnel","Number","223","units ","0","v19457891","15.3","12","","","","0"
"2000","Nunavut","2016A000262","Police-civilian ratio","Ratio","270","units ","0","v19457893","15.4","7.2","","","","1"
"2000","Nunavut","2016A000262","Population per police officer","Rate","257","units ","0","v19457894","15.5","319.8","","","t","1"
"2000","Nunavut","2016A000262","Police officers per 100,000 population","Rate","257","units ","0","v19457895","15.6","312.7","","","","1"
"2000","Nunavut","2016A000262","Authorized police officer strength","Number","223","units ","0","v65783646","15.12","111","","","","0"
"2000","Nunavut","2016A000262","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783647","15.13","403.6","","","","1"
"2000","Nunavut","2016A000262","Criminal Code incidents per police officer","Rate","257","units ","0","v19457896","15.7","67.2","","","","1"
"2000","Nunavut","2016A000262","Total expenditures on policing","Dollars","81","thousands","3","v21570913","15.8","13149","","","t","0"
"2000","Nunavut","2016A000262","Per capita cost","Dollars","81","units ","0","v21570929","15.9","478","","","t","0"
"2000","Nunavut","2016A000262","Crime severity index","Index","160","units ","0","v65783648","15.14","250.29","","","","2"
"2000","Nunavut","2016A000262","Weighted clearance rate","Rate","257","units ","0","v65783649","15.15","55.03","","","","2"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of all personnel","Number","223","units ","0","v19457899","16.1","2955","","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of police officers","Number","223","units ","0","v19457897","16.2","975","","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Male police officers","Number","223","units ","0","v53509187","16.10","875","","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Female police officers","Number","223","units ","0","v53509188","16.11","100","","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of civilian and other personnel","Number","223","units ","0","v19457898","16.3","1980","","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Police-civilian ratio","Ratio","270","units ","0","v19457900","16.4","0.5","","","","1"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Police officers per 100,000 population","Rate","257","units ","0","v80751157","16.6","","..","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Authorized police officer strength","Number","223","units ","0","v65783656","16.12","3513","","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v80751154","16.13","","..","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Criminal Code incidents per police officer","Rate","257","units ","0","v80751158","16.7","","..","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total expenditures on policing","Dollars","81","thousands","3","v21570914","16.8","1320371","","","t","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Crime severity index","Index","160","units ","0","v80751155","16.14","","..","","","0"
"2000","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Weighted clearance rate","Rate","257","units ","0","v80751156","16.15","","..","","","0"
"2001","Canada","2016A000011124","Total number of all personnel","Number","223","units ","0","v19457795","1.1","77058","","","","0"
"2001","Canada","2016A000011124","Total number of police officers","Number","223","units ","0","v19457793","1.2","57076","","","","0"
"2001","Canada","2016A000011124","Male police officers","Number","223","units ","0","v53509173","1.10","48803","","","","0"
"2001","Canada","2016A000011124","Female police officers","Number","223","units ","0","v53509174","1.11","8273","","","","0"
"2001","Canada","2016A000011124","Total number of civilian and other personnel","Number","223","units ","0","v19457794","1.3","19982","","","","0"
"2001","Canada","2016A000011124","Police-civilian ratio","Ratio","270","units ","0","v19457796","1.4","2.9","","","","1"
"2001","Canada","2016A000011124","Population per police officer","Rate","257","units ","0","v19457797","1.5","543.5","","","t","1"
"2001","Canada","2016A000011124","Police officers per 100,000 population","Rate","257","units ","0","v19457798","1.6","184.0","","","","1"
"2001","Canada","2016A000011124","Authorized police officer strength","Number","223","units ","0","v65783478","1.12","64733","","","","0"
"2001","Canada","2016A000011124","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783479","1.13","208.7","","","","1"
"2001","Canada","2016A000011124","Criminal Code incidents per police officer","Rate","257","units ","0","v19457799","1.7","41.2","","","","1"
"2001","Canada","2016A000011124","Total expenditures on policing","Dollars","81","thousands","3","v21570899","1.8","7269977","","","t","0"
"2001","Canada","2016A000011124","Per capita cost","Dollars","81","units ","0","v21570915","1.9","234","","","t","0"
"2001","Canada","2016A000011124","Crime severity index","Index","160","units ","0","v65783480","1.14","105.30","","","","2"
"2001","Canada","2016A000011124","Weighted clearance rate","Rate","257","units ","0","v65783481","1.15","34.98","","","","2"
"2001","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units ","0","v19457802","2.1","983","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units ","0","v19457800","2.2","767","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units ","0","v53509189","2.10","689","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units ","0","v53509190","2.11","78","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units ","0","v19457801","2.3","216","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units ","0","v19457803","2.4","3.6","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Population per police officer","Rate","257","units ","0","v19457804","2.5","680.6","","","t","1"
"2001","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units ","0","v19457805","2.6","146.9","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units ","0","v65783490","2.12","956","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783491","2.13","183.1","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units ","0","v19457806","2.7","39.6","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Total expenditures on policing","Dollars","81","thousands","3","v21570900","2.8","62776","","","t","0"
"2001","Newfoundland and Labrador","2016A000210","Per capita cost","Dollars","81","units ","0","v21570916","2.9","120","","","t","0"
"2001","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units ","0","v65783492","2.14","69.07","","","","2"
"2001","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units ","0","v65783493","2.15","39.45","","","","2"
"2001","Prince Edward Island","2016A000211","Total number of all personnel","Number","223","units ","0","v19457809","3.1","281","","","","0"
"2001","Prince Edward Island","2016A000211","Total number of police officers","Number","223","units ","0","v19457807","3.2","203","","","","0"
"2001","Prince Edward Island","2016A000211","Male police officers","Number","223","units ","0","v53509191","3.10","182","","","","0"
"2001","Prince Edward Island","2016A000211","Female police officers","Number","223","units ","0","v53509192","3.11","21","","","","0"
"2001","Prince Edward Island","2016A000211","Total number of civilian and other personnel","Number","223","units ","0","v19457808","3.3","78","","","","0"
"2001","Prince Edward Island","2016A000211","Police-civilian ratio","Ratio","270","units ","0","v19457810","3.4","2.6","","","","1"
"2001","Prince Edward Island","2016A000211","Population per police officer","Rate","257","units ","0","v19457811","3.5","673.3","","","t","1"
"2001","Prince Edward Island","2016A000211","Police officers per 100,000 population","Rate","257","units ","0","v19457812","3.6","148.5","","","","1"
"2001","Prince Edward Island","2016A000211","Authorized police officer strength","Number","223","units ","0","v65783502","3.12","252","","","","0"
"2001","Prince Edward Island","2016A000211","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783503","3.13","184.4","","","","1"
"2001","Prince Edward Island","2016A000211","Criminal Code incidents per police officer","Rate","257","units ","0","v19457813","3.7","47.1","","","","1"
"2001","Prince Edward Island","2016A000211","Total expenditures on policing","Dollars","81","thousands","3","v21570901","3.8","15734","","","t","0"
"2001","Prince Edward Island","2016A000211","Per capita cost","Dollars","81","units ","0","v21570917","3.9","115","","","t","0"
"2001","Prince Edward Island","2016A000211","Crime severity index","Index","160","units ","0","v65783504","3.14","75.35","","","","2"
"2001","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units ","0","v65783505","3.15","30.78","","","","2"
"2001","Nova Scotia","2016A000212","Total number of all personnel","Number","223","units ","0","v19457816","4.1","2093","","","","0"
"2001","Nova Scotia","2016A000212","Total number of police officers","Number","223","units ","0","v19457814","4.2","1581","","","","0"
"2001","Nova Scotia","2016A000212","Male police officers","Number","223","units ","0","v53509193","4.10","1419","","","","0"
"2001","Nova Scotia","2016A000212","Female police officers","Number","223","units ","0","v53509194","4.11","162","","","","0"
"2001","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units ","0","v19457815","4.3","512","","","","0"
"2001","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units ","0","v19457817","4.4","3.1","","","","1"
"2001","Nova Scotia","2016A000212","Population per police officer","Rate","257","units ","0","v19457818","4.5","589.7","","","t","1"
"2001","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units ","0","v19457819","4.6","169.6","","","","1"
"2001","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units ","0","v65783514","4.12","1852","","","","0"
"2001","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783515","4.13","198.6","","","","1"
"2001","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units ","0","v19457820","4.7","45.6","","","","1"
"2001","Nova Scotia","2016A000212","Total expenditures on policing","Dollars","81","thousands","3","v21570902","4.8","125068","","","t","0"
"2001","Nova Scotia","2016A000212","Per capita cost","Dollars","81","units ","0","v21570918","4.9","134","","","t","0"
"2001","Nova Scotia","2016A000212","Crime severity index","Index","160","units ","0","v65783516","4.14","92.53","","","","2"
"2001","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units ","0","v65783517","4.15","33.74","","","","2"
"2001","New Brunswick","2016A000213","Total number of all personnel","Number","223","units ","0","v19457823","5.1","1661","","","","0"
"2001","New Brunswick","2016A000213","Total number of police officers","Number","223","units ","0","v19457821","5.2","1317","","","","0"
"2001","New Brunswick","2016A000213","Male police officers","Number","223","units ","0","v53509195","5.10","1173","","","","0"
"2001","New Brunswick","2016A000213","Female police officers","Number","223","units ","0","v53509196","5.11","144","","","","0"
"2001","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units ","0","v19457822","5.3","344","","","","0"
"2001","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units ","0","v19457824","5.4","3.8","","","","1"
"2001","New Brunswick","2016A000213","Population per police officer","Rate","257","units ","0","v19457825","5.5","569.4","","","t","1"
"2001","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units ","0","v19457826","5.6","175.6","","","","1"
"2001","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units ","0","v65783526","5.12","1571","","","","0"
"2001","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783527","5.13","209.5","","","","1"
"2001","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units ","0","v19457827","5.7","37.2","","","","1"
"2001","New Brunswick","2016A000213","Total expenditures on policing","Dollars","81","thousands","3","v21570903","5.8","101373","","","t","0"
"2001","New Brunswick","2016A000213","Per capita cost","Dollars","81","units ","0","v21570919","5.9","135","","","t","0"
"2001","New Brunswick","2016A000213","Crime severity index","Index","160","units ","0","v65783528","5.14","83.44","","","","2"
"2001","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units ","0","v65783529","5.15","37.80","","","","2"
"2001","Quebec","2016A000224","Total number of all personnel","Number","223","units ","0","v19457830","6.1","18298","","","","0"
"2001","Quebec","2016A000224","Total number of police officers","Number","223","units ","0","v19457828","6.2","13927","","","","0"
"2001","Quebec","2016A000224","Male police officers","Number","223","units ","0","v53509197","6.10","12004","","","","0"
"2001","Quebec","2016A000224","Female police officers","Number","223","units ","0","v53509198","6.11","1923","","","","0"
"2001","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units ","0","v19457829","6.3","4371","","","","0"
"2001","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units ","0","v19457831","6.4","3.2","","","","1"
"2001","Quebec","2016A000224","Population per police officer","Rate","257","units ","0","v19457832","6.5","531.1","","","t","1"
"2001","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units ","0","v19457833","6.6","188.3","","","","1"
"2001","Quebec","2016A000224","Authorized police officer strength","Number","223","units ","0","v65783538","6.12","14590","","","","0"
"2001","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783539","6.13","197.3","","","","1"
"2001","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units ","0","v19457834","6.7","30.2","","","","1"
"2001","Quebec","2016A000224","Total expenditures on policing","Dollars","81","thousands","3","v21570904","6.8","1477751","","","t","0"
"2001","Quebec","2016A000224","Per capita cost","Dollars","81","units ","0","v21570920","6.9","200","","","t","0"
"2001","Quebec","2016A000224","Crime severity index","Index","160","units ","0","v65783540","6.14","96.59","","","","2"
"2001","Quebec","2016A000224","Weighted clearance rate","Rate","257","units ","0","v65783541","6.15","32.11","","","","2"
"2001","Ontario","2016A000235","Total number of all personnel","Number","223","units ","0","v19457837","7.1","30507","","","","0"
"2001","Ontario","2016A000235","Total number of police officers","Number","223","units ","0","v19457835","7.2","22175","","","","0"
"2001","Ontario","2016A000235","Male police officers","Number","223","units ","0","v53509199","7.10","18886","","","","0"
"2001","Ontario","2016A000235","Female police officers","Number","223","units ","0","v53509200","7.11","3289","","","","0"
"2001","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units ","0","v19457836","7.3","8332","","","","0"
"2001","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units ","0","v19457838","7.4","2.7","","","","1"
"2001","Ontario","2016A000235","Population per police officer","Rate","257","units ","0","v19457839","7.5","536.5","","","t","1"
"2001","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units ","0","v19457840","7.6","186.4","","","","1"
"2001","Ontario","2016A000235","Authorized police officer strength","Number","223","units ","0","v65783550","7.12","23573","","","","0"
"2001","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783551","7.13","198.1","","","","1"
"2001","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units ","0","v19457841","7.7","33.1","","","","1"
"2001","Ontario","2016A000235","Total expenditures on policing","Dollars","81","thousands","3","v21570905","7.8","2420061","","","t","0"
"2001","Ontario","2016A000235","Per capita cost","Dollars","81","units ","0","v21570921","7.9","203","","","t","0"
"2001","Ontario","2016A000235","Crime severity index","Index","160","units ","0","v65783552","7.14","86.54","","","","2"
"2001","Ontario","2016A000235","Weighted clearance rate","Rate","257","units ","0","v65783553","7.15","38.56","","","","2"
"2001","Manitoba","2016A000246","Total number of all personnel","Number","223","units ","0","v19457844","8.1","2905","","","","0"
"2001","Manitoba","2016A000246","Total number of police officers","Number","223","units ","0","v19457842","8.2","2206","","","","0"
"2001","Manitoba","2016A000246","Male police officers","Number","223","units ","0","v53509201","8.10","1916","","","","0"
"2001","Manitoba","2016A000246","Female police officers","Number","223","units ","0","v53509202","8.11","290","","","","0"
"2001","Manitoba","2016A000246","Total number of civilian and other personnel","Number","223","units ","0","v19457843","8.3","699","","","","0"
"2001","Manitoba","2016A000246","Police-civilian ratio","Ratio","270","units ","0","v19457845","8.4","3.2","","","","1"
"2001","Manitoba","2016A000246","Population per police officer","Rate","257","units ","0","v19457846","8.5","521.9","","","t","1"
"2001","Manitoba","2016A000246","Police officers per 100,000 population","Rate","257","units ","0","v19457847","8.6","191.6","","","","1"
"2001","Manitoba","2016A000246","Authorized police officer strength","Number","223","units ","0","v65783562","8.12","2646","","","","0"
"2001","Manitoba","2016A000246","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783563","8.13","229.8","","","","1"
"2001","Manitoba","2016A000246","Criminal Code incidents per police officer","Rate","257","units ","0","v19457848","8.7","59.6","","","","1"
"2001","Manitoba","2016A000246","Total expenditures on policing","Dollars","81","thousands","3","v21570906","8.8","199140","","","t","0"
"2001","Manitoba","2016A000246","Per capita cost","Dollars","81","units ","0","v21570922","8.9","173","","","t","0"
"2001","Manitoba","2016A000246","Crime severity index","Index","160","units ","0","v65783564","8.14","152.50","","","","2"
"2001","Manitoba","2016A000246","Weighted clearance rate","Rate","257","units ","0","v65783565","8.15","35.98","","","","2"
"2001","Saskatchewan","2016A000247","Total number of all personnel","Number","223","units ","0","v19457851","9.1","2582","","","","0"
"2001","Saskatchewan","2016A000247","Total number of police officers","Number","223","units ","0","v19457849","9.2","1962","","","","0"
"2001","Saskatchewan","2016A000247","Male police officers","Number","223","units ","0","v53509203","9.10","1666","","","","0"
"2001","Saskatchewan","2016A000247","Female police officers","Number","223","units ","0","v53509204","9.11","296","","","","0"
"2001","Saskatchewan","2016A000247","Total number of civilian and other personnel","Number","223","units ","0","v19457850","9.3","620","","","","0"
"2001","Saskatchewan","2016A000247","Police-civilian ratio","Ratio","270","units ","0","v19457852","9.4","3.2","","","","1"
"2001","Saskatchewan","2016A000247","Population per police officer","Rate","257","units ","0","v19457853","9.5","509.8","","","t","1"
"2001","Saskatchewan","2016A000247","Police officers per 100,000 population","Rate","257","units ","0","v19457854","9.6","196.2","","","","1"
"2001","Saskatchewan","2016A000247","Authorized police officer strength","Number","223","units ","0","v65783574","9.12","2262","","","","0"
"2001","Saskatchewan","2016A000247","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783575","9.13","226.2","","","","1"
"2001","Saskatchewan","2016A000247","Criminal Code incidents per police officer","Rate","257","units ","0","v19457855","9.7","70.2","","","","1"
"2001","Saskatchewan","2016A000247","Total expenditures on policing","Dollars","81","thousands","3","v21570907","9.8","163952","","","t","0"
"2001","Saskatchewan","2016A000247","Per capita cost","Dollars","81","units ","0","v21570923","9.9","164","","","t","0"
"2001","Saskatchewan","2016A000247","Crime severity index","Index","160","units ","0","v65783576","9.14","176.37","","","","2"
"2001","Saskatchewan","2016A000247","Weighted clearance rate","Rate","257","units ","0","v65783577","9.15","41.75","","","","2"
"2001","Alberta","2016A000248","Total number of all personnel","Number","223","units ","0","v19457858","10.1","6303","","","","0"
"2001","Alberta","2016A000248","Total number of police officers","Number","223","units ","0","v19457856","10.2","4755","","","","0"
"2001","Alberta","2016A000248","Male police officers","Number","223","units ","0","v53509175","10.10","4106","","","","0"
"2001","Alberta","2016A000248","Female police officers","Number","223","units ","0","v53509176","10.11","649","","","","0"
"2001","Alberta","2016A000248","Total number of civilian and other personnel","Number","223","units ","0","v19457857","10.3","1548","","","","0"
"2001","Alberta","2016A000248","Police-civilian ratio","Ratio","270","units ","0","v19457859","10.4","3.1","","","","1"
"2001","Alberta","2016A000248","Population per police officer","Rate","257","units ","0","v19457860","10.5","642.8","","","t","1"
"2001","Alberta","2016A000248","Police officers per 100,000 population","Rate","257","units ","0","v19457861","10.6","155.5","","","","1"
"2001","Alberta","2016A000248","Authorized police officer strength","Number","223","units ","0","v65783586","10.12","5353","","","","0"
"2001","Alberta","2016A000248","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783587","10.13","175.0","","","","1"
"2001","Alberta","2016A000248","Criminal Code incidents per police officer","Rate","257","units ","0","v19457862","10.7","58.1","","","","1"
"2001","Alberta","2016A000248","Total expenditures on policing","Dollars","81","thousands","3","v21570908","10.8","494307","","","t","0"
"2001","Alberta","2016A000248","Per capita cost","Dollars","81","units ","0","v21570924","10.9","162","","","t","0"
"2001","Alberta","2016A000248","Crime severity index","Index","160","units ","0","v65783588","10.14","114.81","","","","2"
"2001","Alberta","2016A000248","Weighted clearance rate","Rate","257","units ","0","v65783589","10.15","40.38","","","","2"
"2001","British Columbia","2016A000259","Total number of all personnel","Number","223","units ","0","v19457865","11.1","8389","","","","0"
"2001","British Columbia","2016A000259","Total number of police officers","Number","223","units ","0","v19457863","11.2","6895","","","","0"
"2001","British Columbia","2016A000259","Male police officers","Number","223","units ","0","v53509177","11.10","5618","","","","0"
"2001","British Columbia","2016A000259","Female police officers","Number","223","units ","0","v53509178","11.11","1277","","","","0"
"2001","British Columbia","2016A000259","Total number of civilian and other personnel","Number","223","units ","0","v19457864","11.3","1494","","","","0"
"2001","British Columbia","2016A000259","Police-civilian ratio","Ratio","270","units ","0","v19457866","11.4","4.6","","","","1"
"2001","British Columbia","2016A000259","Population per police officer","Rate","257","units ","0","v19457867","11.5","591.5","","","t","1"
"2001","British Columbia","2016A000259","Police officers per 100,000 population","Rate","257","units ","0","v19457868","11.6","169.1","","","","1"
"2001","British Columbia","2016A000259","Authorized police officer strength","Number","223","units ","0","v65783598","11.12","7993","","","","0"
"2001","British Columbia","2016A000259","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783599","11.13","196.1","","","","1"
"2001","British Columbia","2016A000259","Criminal Code incidents per police officer","Rate","257","units ","0","v19457869","11.7","67.4","","","","1"
"2001","British Columbia","2016A000259","Total expenditures on policing","Dollars","81","thousands","3","v21570909","11.8","618430","","","t","0"
"2001","British Columbia","2016A000259","Per capita cost","Dollars","81","units ","0","v21570925","11.9","152","","","t","0"
"2001","British Columbia","2016A000259","Crime severity index","Index","160","units ","0","v65783600","11.14","146.64","","","","2"
"2001","British Columbia","2016A000259","Weighted clearance rate","Rate","257","units ","0","v65783601","11.15","25.67","","","","2"
"2001","Yukon","2016A000260","Total number of all personnel","Number","223","units ","0","v19457872","12.1","172","","","","0"
"2001","Yukon","2016A000260","Total number of police officers","Number","223","units ","0","v19457870","12.2","121","","","","0"
"2001","Yukon","2016A000260","Male police officers","Number","223","units ","0","v53509179","12.10","107","","","","0"
"2001","Yukon","2016A000260","Female police officers","Number","223","units ","0","v53509180","12.11","14","","","","0"
"2001","Yukon","2016A000260","Total number of civilian and other personnel","Number","223","units ","0","v19457871","12.3","51","","","","0"
"2001","Yukon","2016A000260","Police-civilian ratio","Ratio","270","units ","0","v19457873","12.4","2.4","","","","1"
"2001","Yukon","2016A000260","Population per police officer","Rate","257","units ","0","v19457874","12.5","249.0","","","t","1"
"2001","Yukon","2016A000260","Police officers per 100,000 population","Rate","257","units ","0","v19457875","12.6","401.2","","","","1"
"2001","Yukon","2016A000260","Authorized police officer strength","Number","223","units ","0","v65783610","12.12","176","","","","0"
"2001","Yukon","2016A000260","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783611","12.13","583.6","","","","1"
"2001","Yukon","2016A000260","Criminal Code incidents per police officer","Rate","257","units ","0","v19457876","12.7","61.7","","","","1"
"2001","Yukon","2016A000260","Total expenditures on policing","Dollars","81","thousands","3","v21570910","12.8","10482","","","t","0"
"2001","Yukon","2016A000260","Per capita cost","Dollars","81","units ","0","v21570926","12.9","348","","","t","0"
"2001","Yukon","2016A000260","Crime severity index","Index","160","units ","0","v65783612","12.14","248.83","","","","2"
"2001","Yukon","2016A000260","Weighted clearance rate","Rate","257","units ","0","v65783613","12.15","44.16","","","","2"
"2001","Northwest Territories","2016A000261","Total number of all personnel","Number","223","units ","0","v19457879","14.1","194","","","","0"
"2001","Northwest Territories","2016A000261","Total number of police officers","Number","223","units ","0","v19457877","14.2","152","","","","0"
"2001","Northwest Territories","2016A000261","Male police officers","Number","223","units ","0","v53509183","14.10","130","","","","0"
"2001","Northwest Territories","2016A000261","Female police officers","Number","223","units ","0","v53509184","14.11","22","","","","0"
"2001","Northwest Territories","2016A000261","Total number of civilian and other personnel","Number","223","units ","0","v19457878","14.3","42","","","","0"
"2001","Northwest Territories","2016A000261","Police-civilian ratio","Ratio","270","units ","0","v19457880","14.4","3.6","","","","1"
"2001","Northwest Territories","2016A000261","Population per police officer","Rate","257","units ","0","v19457881","14.5","268.6","","","t","1"
"2001","Northwest Territories","2016A000261","Police officers per 100,000 population","Rate","257","units ","0","v19457882","14.6","372.1","","","","1"
"2001","Northwest Territories","2016A000261","Authorized police officer strength","Number","223","units ","0","v65783634","14.12","208","","","","0"
"2001","Northwest Territories","2016A000261","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783635","14.13","509.3","","","","1"
"2001","Northwest Territories","2016A000261","Criminal Code incidents per police officer","Rate","257","units ","0","v19457883","14.7","82.5","","","","1"
"2001","Northwest Territories","2016A000261","Total expenditures on policing","Dollars","81","thousands","3","v21570912","14.8","18912","","","t","0"
"2001","Northwest Territories","2016A000261","Per capita cost","Dollars","81","units ","0","v21570928","14.9","463","","","t","0"
"2001","Northwest Territories","2016A000261","Crime severity index","Index","160","units ","0","v65783636","14.14","260.35","","","","2"
"2001","Northwest Territories","2016A000261","Weighted clearance rate","Rate","257","units ","0","v65783637","14.15","55.92","","","","2"
"2001","Nunavut","2016A000262","Total number of all personnel","Number","223","units ","0","v19457892","15.1","102","","","","0"
"2001","Nunavut","2016A000262","Total number of police officers","Number","223","units ","0","v19457890","15.2","91","","","","0"
"2001","Nunavut","2016A000262","Male police officers","Number","223","units ","0","v53509185","15.10","79","","","","0"
"2001","Nunavut","2016A000262","Female police officers","Number","223","units ","0","v53509186","15.11","12","","","","0"
"2001","Nunavut","2016A000262","Total number of civilian and other personnel","Number","223","units ","0","v19457891","15.3","11","","","","0"
"2001","Nunavut","2016A000262","Police-civilian ratio","Ratio","270","units ","0","v19457893","15.4","8.3","","","","1"
"2001","Nunavut","2016A000262","Population per police officer","Rate","257","units ","0","v19457894","15.5","309.0","","","t","1"
"2001","Nunavut","2016A000262","Police officers per 100,000 population","Rate","257","units ","0","v19457895","15.6","323.5","","","","1"
"2001","Nunavut","2016A000262","Authorized police officer strength","Number","223","units ","0","v65783646","15.12","126","","","","0"
"2001","Nunavut","2016A000262","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783647","15.13","447.9","","","","1"
"2001","Nunavut","2016A000262","Criminal Code incidents per police officer","Rate","257","units ","0","v19457896","15.7","78.5","","","","1"
"2001","Nunavut","2016A000262","Total expenditures on policing","Dollars","81","thousands","3","v21570913","15.8","13376","","","t","0"
"2001","Nunavut","2016A000262","Per capita cost","Dollars","81","units ","0","v21570929","15.9","476","","","t","0"
"2001","Nunavut","2016A000262","Crime severity index","Index","160","units ","0","v65783648","15.14","288.92","","","","2"
"2001","Nunavut","2016A000262","Weighted clearance rate","Rate","257","units ","0","v65783649","15.15","56.60","","","","2"
"2001","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of all personnel","Number","223","units ","0","v19457899","16.1","2588","","","","0"
"2001","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of police officers","Number","223","units ","0","v19457897","16.2","924","","","","0"
"2001","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Male police officers","Number","223","units ","0","v53509187","16.10","828","","","","0"
"2001","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Female police officers","Number","223","units ","0","v53509188","16.11","96","","","","0"
"2001","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of civilian and other personnel","Number","223","units ","0","v19457898","16.3","1664","","","","0"
"2001","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Police-civilian ratio","Ratio","270","units ","0","v19457900","16.4","0.6","","","","1"
